chromosome	position	predicted	target	matched predicted	matched target	precision	recall	F1 score
2	12800	5	11	2.0	3.0	0.4	0.2727272727272727	0.3243243243243243
2	13200	7	12	5.0	8.0	0.7142857142857143	0.6666666666666666	0.6896551724137931
2	13600	6	11	3.0	3.0	0.5	0.2727272727272727	0.3529411764705882
2	14000	3	4	2.0	2.0	0.6666666666666666	0.5	0.5714285714285714
2	14400	1	1	0.0	0.0	0.0	0.0	0.0
2	14800	6	8	4.0	4.0	0.6666666666666666	0.5	0.5714285714285714
2	15200	2	6	1.0	1.0	0.5	0.16666666666666666	0.25
2	15600	11	18	11.0	11.0	1.0	0.6111111111111112	0.7586206896551725
2	16000	6	8	3.0	3.0	0.5	0.375	0.4285714285714286
2	16400	1	4	1.0	1.0	1.0	0.25	0.4
2	16800	5	13	4.0	4.0	0.8	0.3076923076923077	0.4444444444444444
2	17200	14	18	10.0	10.0	0.7142857142857143	0.5555555555555556	0.625
2	17600	17	20	12.0	11.0	0.7058823529411765	0.55	0.6182669789227168
2	18000	11	16	8.0	9.0	0.7272727272727273	0.5625	0.6343612334801763
2	18400	6	1	1.0	1.0	0.16666666666666666	1.0	0.2857142857142857
2	18800	10	15	9.0	8.0	0.9	0.5333333333333333	0.6697674418604651
2	19200	4	6	4.0	5.0	1.0	0.8333333333333334	0.9090909090909091
2	19600	13	17	10.0	10.0	0.7692307692307693	0.5882352941176471	0.6666666666666666
2	20000	10	16	7.0	6.0	0.7	0.375	0.48837209302325585
2	20400	3	7	1.0	1.0	0.3333333333333333	0.14285714285714285	0.2
2	20800	3	9	3.0	3.0	1.0	0.3333333333333333	0.5
2	21200	4	9	3.0	3.0	0.75	0.3333333333333333	0.46153846153846156
2	21600	11	15	8.0	6.0	0.7272727272727273	0.4	0.5161290322580645
2	22000	6	14	5.0	5.0	0.8333333333333334	0.35714285714285715	0.5
2	22400	9	14	6.0	6.0	0.6666666666666666	0.42857142857142855	0.5217391304347826
2	22800	10	16	6.0	6.0	0.6	0.375	0.46153846153846156
2	23200	13	19	7.0	10.0	0.5384615384615384	0.5263157894736842	0.532319391634981
2	23600	13	13	8.0	8.0	0.6153846153846154	0.6153846153846154	0.6153846153846154
3	0	3	1	0.0	0.0	0.0	0.0	0.0
3	400	9	9	4.0	4.0	0.4444444444444444	0.4444444444444444	0.4444444444444444
3	800	10	15	6.0	6.0	0.6	0.4	0.48
3	1200	13	19	9.0	9.0	0.6923076923076923	0.47368421052631576	0.5625
3	1600	14	15	8.0	7.0	0.5714285714285714	0.4666666666666667	0.5137614678899083
3	2000	3	1	0.0	0.0	0.0	0.0	0.0
3	2400	5	11	3.0	6.0	0.6	0.5454545454545454	0.5714285714285714
3	2800	2	2	2.0	2.0	1.0	1.0	1.0
3	3200	10	16	7.0	7.0	0.7	0.4375	0.5384615384615384
3	3600	10	15	7.0	7.0	0.7	0.4666666666666667	0.56
3	4000	7	18	4.0	4.0	0.5714285714285714	0.2222222222222222	0.32
3	4400	20	29	16.0	16.0	0.8	0.5517241379310345	0.6530612244897959
3	4800	5	16	4.0	4.0	0.8	0.25	0.38095238095238093
3	5200	10	10	6.0	5.0	0.6	0.5	0.5454545454545454
3	5600	20	19	16.0	16.0	0.8	0.8421052631578947	0.8205128205128205
3	6000	1	7	1.0	1.0	1.0	0.14285714285714285	0.25
3	6400	15	13	7.0	6.0	0.4666666666666667	0.46153846153846156	0.4640883977900553
3	6800	7	9	3.0	3.0	0.42857142857142855	0.3333333333333333	0.37499999999999994
3	7200	9	9	4.0	5.0	0.4444444444444444	0.5555555555555556	0.4938271604938272
3	7600	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
3	8000	0	1	0.0	0.0		0.0	
3	8400	0	3	0.0	0.0		0.0	
3	9600	13	23	8.0	8.0	0.6153846153846154	0.34782608695652173	0.4444444444444444
3	10000	11	15	9.0	9.0	0.8181818181818182	0.6	0.6923076923076923
3	10400	1	7	0.0	0.0	0.0	0.0	0.0
3	10800	4	8	4.0	5.0	1.0	0.625	0.7692307692307692
3	11200	9	19	7.0	8.0	0.7777777777777778	0.42105263157894735	0.5463414634146342
3	11600	9	10	5.0	4.0	0.5555555555555556	0.4	0.46511627906976744
3	12000	13	21	9.0	10.0	0.6923076923076923	0.47619047619047616	0.5642633228840126
3	12400	18	16	9.0	9.0	0.5	0.5625	0.5294117647058824
3	12800	13	15	8.0	6.0	0.6153846153846154	0.4	0.48484848484848486
3	13200	11	17	9.0	9.0	0.8181818181818182	0.5294117647058824	0.6428571428571429
3	13600	11	16	8.0	8.0	0.7272727272727273	0.5	0.5925925925925926
3	14000	10	16	5.0	5.0	0.5	0.3125	0.3846153846153846
3	14400	1	1	0.0	0.0	0.0	0.0	0.0
3	14800	14	21	13.0	12.0	0.9285714285714286	0.5714285714285714	0.707482993197279
3	15200	4	10	3.0	4.0	0.75	0.4	0.5217391304347826
3	15600	11	25	11.0	12.0	1.0	0.48	0.6486486486486486
3	16000	4	4	2.0	2.0	0.5	0.5	0.5
3	16400	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
3	16800	7	11	5.0	4.0	0.7142857142857143	0.36363636363636365	0.48192771084337344
3	17200	2	2	1.0	1.0	0.5	0.5	0.5
3	17600	7	11	5.0	5.0	0.7142857142857143	0.45454545454545453	0.5555555555555556
3	18000	12	14	8.0	9.0	0.6666666666666666	0.6428571428571429	0.6545454545454545
3	18400	22	17	8.0	8.0	0.36363636363636365	0.47058823529411764	0.41025641025641024
3	18800	8	7	5.0	5.0	0.625	0.7142857142857143	0.6666666666666666
3	19200	24	25	16.0	16.0	0.6666666666666666	0.64	0.6530612244897959
4	0	11	11	2.0	2.0	0.18181818181818182	0.18181818181818182	0.18181818181818182
4	400	9	16	7.0	7.0	0.7777777777777778	0.4375	0.56
4	800	11	12	7.0	7.0	0.6363636363636364	0.5833333333333334	0.6086956521739131
4	1200	5	12	5.0	5.0	1.0	0.4166666666666667	0.5882352941176471
4	1600	7	15	7.0	6.0	1.0	0.4	0.5714285714285714
4	2000	5	8	4.0	4.0	0.8	0.5	0.6153846153846154
4	2400	11	17	8.0	9.0	0.7272727272727273	0.5294117647058824	0.6127659574468085
4	3600	21	28	13.0	14.0	0.6190476190476191	0.5	0.5531914893617021
4	4000	15	19	11.0	12.0	0.7333333333333333	0.631578947368421	0.6786632390745501
4	4400	1	5	0.0	0.0	0.0	0.0	0.0
4	5200	5	10	2.0	2.0	0.4	0.2	0.26666666666666666
4	5600	1	7	1.0	1.0	1.0	0.14285714285714285	0.25
4	6000	1	1	0.0	0.0	0.0	0.0	0.0
4	6400	1	1	1.0	1.0	1.0	1.0	1.0
4	6800	7	9	2.0	2.0	0.2857142857142857	0.2222222222222222	0.25
4	7200	5	15	4.0	6.0	0.8	0.4	0.5333333333333333
4	7600	9	17	6.0	8.0	0.6666666666666666	0.47058823529411764	0.5517241379310345
4	8000	7	14	5.0	4.0	0.7142857142857143	0.2857142857142857	0.4081632653061224
4	8400	6	13	5.0	5.0	0.8333333333333334	0.38461538461538464	0.5263157894736842
4	8800	12	24	11.0	12.0	0.9166666666666666	0.5	0.6470588235294118
4	9200	2	6	2.0	2.0	1.0	0.3333333333333333	0.5
4	9600	0	1	0.0	0.0		0.0	
4	10000	10	12	8.0	8.0	0.8	0.6666666666666666	0.7272727272727273
4	10400	2	8	1.0	1.0	0.5	0.125	0.2
4	10800	10	15	5.0	5.0	0.5	0.3333333333333333	0.4
4	11200	10	22	8.0	8.0	0.8	0.36363636363636365	0.5
4	11600	4	4	0.0	0.0	0.0	0.0	0.0
4	12000	5	13	1.0	1.0	0.2	0.07692307692307693	0.1111111111111111
4	12400	1	7	1.0	1.0	1.0	0.14285714285714285	0.25
4	12800	4	9	4.0	3.0	1.0	0.3333333333333333	0.5
4	13600	4	4	1.0	1.0	0.25	0.25	0.25
4	14000	3	10	2.0	2.0	0.6666666666666666	0.2	0.3076923076923077
4	14400	10	12	8.0	8.0	0.8	0.6666666666666666	0.7272727272727273
4	14800	4	8	3.0	3.0	0.75	0.375	0.5
4	15200	9	13	7.0	8.0	0.7777777777777778	0.6153846153846154	0.6871165644171779
4	15600	5	11	4.0	4.0	0.8	0.36363636363636365	0.5
4	16000	2	3	2.0	2.0	1.0	0.6666666666666666	0.8
4	16400	8	19	7.0	8.0	0.875	0.42105263157894735	0.5685279187817259
4	16800	5	13	4.0	4.0	0.8	0.3076923076923077	0.4444444444444444
4	17200	9	10	7.0	7.0	0.7777777777777778	0.7	0.7368421052631579
4	17600	1	6	1.0	1.0	1.0	0.16666666666666666	0.2857142857142857
4	18000	1	7	1.0	1.0	1.0	0.14285714285714285	0.25
4	18400	11	18	8.0	9.0	0.7272727272727273	0.5	0.5925925925925926
5	0	9	14	5.0	4.0	0.5555555555555556	0.2857142857142857	0.37735849056603776
5	400	6	11	2.0	2.0	0.3333333333333333	0.18181818181818182	0.23529411764705882
5	800	3	8	1.0	2.0	0.3333333333333333	0.25	0.2857142857142857
5	1200	7	6	4.0	4.0	0.5714285714285714	0.6666666666666666	0.6153846153846154
5	1600	3	11	2.0	2.0	0.6666666666666666	0.18181818181818182	0.2857142857142857
5	2000	7	1	0.0	0.0	0.0	0.0	0.0
5	2800	0	1	0.0	0.0		0.0	
5	3200	10	16	7.0	7.0	0.7	0.4375	0.5384615384615384
5	3600	8	17	7.0	7.0	0.875	0.4117647058823529	0.5599999999999999
5	4000	5	16	3.0	3.0	0.6	0.1875	0.2857142857142857
5	5200	8	16	7.0	7.0	0.875	0.4375	0.5833333333333334
5	5600	8	22	8.0	8.0	1.0	0.36363636363636365	0.5333333333333333
5	6000	7	10	4.0	4.0	0.5714285714285714	0.4	0.47058823529411764
5	6400	10	10	6.0	6.0	0.6	0.6	0.6
5	7200	7	13	5.0	5.0	0.7142857142857143	0.38461538461538464	0.5000000000000001
5	7600	14	13	8.0	9.0	0.5714285714285714	0.6923076923076923	0.6260869565217391
5	8000	5	9	2.0	2.0	0.4	0.2222222222222222	0.2857142857142857
5	8400	1	5	1.0	1.0	1.0	0.2	0.3333333333333333
5	8800	4	11	2.0	2.0	0.5	0.18181818181818182	0.26666666666666666
5	9200	10	14	7.0	7.0	0.7	0.5	0.5833333333333333
5	9600	10	6	4.0	4.0	0.4	0.6666666666666666	0.5
5	10000	2	11	2.0	3.0	1.0	0.2727272727272727	0.42857142857142855
5	10400	1	3	0.0	0.0	0.0	0.0	0.0
5	10800	8	11	4.0	5.0	0.5	0.45454545454545453	0.47619047619047616
5	11200	13	19	11.0	10.0	0.8461538461538461	0.5263157894736842	0.6489675516224188
5	11600	3	5	2.0	3.0	0.6666666666666666	0.6	0.631578947368421
5	12000	2	9	2.0	3.0	1.0	0.3333333333333333	0.5
5	12400	6	14	5.0	6.0	0.8333333333333334	0.42857142857142855	0.5660377358490566
5	12800	13	16	6.0	6.0	0.46153846153846156	0.375	0.4137931034482759
5	13200	11	16	4.0	5.0	0.36363636363636365	0.3125	0.3361344537815126
5	13600	18	17	14.0	14.0	0.7777777777777778	0.8235294117647058	0.8
5	14000	16	22	11.0	11.0	0.6875	0.5	0.5789473684210527
5	14400	6	10	3.0	3.0	0.5	0.3	0.37499999999999994
5	14800	16	26	15.0	16.0	0.9375	0.6153846153846154	0.7430340557275542
5	15200	8	10	6.0	5.0	0.75	0.5	0.6000000000000001
5	15600	14	26	11.0	13.0	0.7857142857142857	0.5	0.6111111111111112
5	16000	1	4	0.0	0.0	0.0	0.0	0.0
5	16400	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
5	16800	8	18	7.0	8.0	0.875	0.4444444444444444	0.5894736842105264
5	17200	16	18	9.0	12.0	0.5625	0.6666666666666666	0.6101694915254238
5	17600	8	14	4.0	4.0	0.5	0.2857142857142857	0.36363636363636365
6	0	15	20	10.0	11.0	0.6666666666666666	0.55	0.6027397260273972
6	400	13	10	6.0	7.0	0.46153846153846156	0.7	0.5562913907284769
6	800	6	14	4.0	4.0	0.6666666666666666	0.2857142857142857	0.4
6	1200	17	13	6.0	5.0	0.35294117647058826	0.38461538461538464	0.3680981595092025
6	1600	11	16	6.0	6.0	0.5454545454545454	0.375	0.4444444444444444
6	2000	9	7	3.0	3.0	0.3333333333333333	0.42857142857142855	0.37499999999999994
6	2400	21	37	17.0	17.0	0.8095238095238095	0.4594594594594595	0.5862068965517242
6	2800	26	25	15.0	15.0	0.5769230769230769	0.6	0.588235294117647
6	3200	26	27	12.0	13.0	0.46153846153846156	0.48148148148148145	0.47129909365558914
6	3600	18	17	13.0	13.0	0.7222222222222222	0.7647058823529411	0.7428571428571428
6	4000	13	19	8.0	8.0	0.6153846153846154	0.42105263157894735	0.5
6	4400	8	21	6.0	7.0	0.75	0.3333333333333333	0.46153846153846156
6	4800	7	11	5.0	5.0	0.7142857142857143	0.45454545454545453	0.5555555555555556
6	5200	10	19	7.0	7.0	0.7	0.3684210526315789	0.48275862068965514
6	6400	6	7	4.0	4.0	0.6666666666666666	0.5714285714285714	0.6153846153846154
6	6800	5	5	2.0	2.0	0.4	0.4	0.4
6	7200	11	17	8.0	9.0	0.7272727272727273	0.5294117647058824	0.6127659574468085
6	7600	6	4	2.0	2.0	0.3333333333333333	0.5	0.4
6	8000	6	6	3.0	3.0	0.5	0.5	0.5
6	8400	4	8	3.0	4.0	0.75	0.5	0.6000000000000001
6	8800	9	20	8.0	8.0	0.8888888888888888	0.4	0.5517241379310345
6	9600	7	9	3.0	3.0	0.42857142857142855	0.3333333333333333	0.37499999999999994
6	10000	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
6	10400	12	22	9.0	7.0	0.75	0.3181818181818182	0.44680851063829785
6	10800	14	27	9.0	10.0	0.6428571428571429	0.37037037037037035	0.4699738903394256
6	11200	8	9	6.0	6.0	0.75	0.6666666666666666	0.7058823529411765
6	11600	6	14	4.0	4.0	0.6666666666666666	0.2857142857142857	0.4
6	12000	1	8	1.0	1.0	1.0	0.125	0.2222222222222222
6	12400	11	9	5.0	5.0	0.45454545454545453	0.5555555555555556	0.5
6	12800	11	16	9.0	9.0	0.8181818181818182	0.5625	0.6666666666666666
6	13200	16	17	9.0	10.0	0.5625	0.5882352941176471	0.5750798722044729
6	13600	22	28	20.0	19.0	0.9090909090909091	0.6785714285714286	0.7770961145194275
6	14000	2	5	1.0	1.0	0.5	0.2	0.2857142857142857
6	14400	5	14	4.0	4.0	0.8	0.2857142857142857	0.42105263157894735
6	14800	10	17	9.0	8.0	0.9	0.47058823529411764	0.6180257510729613
6	15200	11	18	8.0	9.0	0.7272727272727273	0.5	0.5925925925925926
6	15600	13	22	6.0	7.0	0.46153846153846156	0.3181818181818182	0.3766816143497758
6	16000	9	11	5.0	5.0	0.5555555555555556	0.45454545454545453	0.5
6	16400	7	12	4.0	4.0	0.5714285714285714	0.3333333333333333	0.42105263157894735
7	0	22	15	11.0	11.0	0.5	0.7333333333333333	0.5945945945945946
7	400	25	19	11.0	10.0	0.44	0.5263157894736842	0.4793028322440087
7	800	3	5	2.0	2.0	0.6666666666666666	0.4	0.5
7	1200	4	7	2.0	2.0	0.5	0.2857142857142857	0.36363636363636365
7	1600	5	10	3.0	3.0	0.6	0.3	0.4
7	2000	12	18	9.0	10.0	0.75	0.5555555555555556	0.6382978723404257
7	2400	18	32	16.0	16.0	0.8888888888888888	0.5	0.64
7	2800	7	18	5.0	5.0	0.7142857142857143	0.2777777777777778	0.4
7	3200	6	8	6.0	4.0	1.0	0.5	0.6666666666666666
7	3600	14	23	13.0	16.0	0.9285714285714286	0.6956521739130435	0.7954110898661568
7	4000	9	10	8.0	8.0	0.8888888888888888	0.8	0.8421052631578947
7	4400	14	15	10.0	10.0	0.7142857142857143	0.6666666666666666	0.6896551724137931
7	4800	6	6	4.0	3.0	0.6666666666666666	0.5	0.5714285714285714
7	5200	6	8	4.0	4.0	0.6666666666666666	0.5	0.5714285714285714
7	6400	12	5	0.0	0.0	0.0	0.0	0.0
7	6800	1	3	1.0	1.0	1.0	0.3333333333333333	0.5
7	7200	27	13	6.0	6.0	0.2222222222222222	0.46153846153846156	0.30000000000000004
7	7600	7	6	3.0	2.0	0.42857142857142855	0.3333333333333333	0.37499999999999994
7	8000	4	12	2.0	2.0	0.5	0.16666666666666666	0.25
7	8400	14	12	7.0	7.0	0.5	0.5833333333333334	0.5384615384615384
7	8800	7	9	6.0	6.0	0.8571428571428571	0.6666666666666666	0.7499999999999999
7	9200	10	15	8.0	8.0	0.8	0.5333333333333333	0.64
7	9600	12	14	10.0	10.0	0.8333333333333334	0.7142857142857143	0.7692307692307694
7	10000	29	23	15.0	14.0	0.5172413793103449	0.6086956521739131	0.559254327563249
7	10400	8	21	7.0	7.0	0.875	0.3333333333333333	0.48275862068965525
7	10800	2	2	0.0	0.0	0.0	0.0	0.0
7	11200	4	6	3.0	4.0	0.75	0.6666666666666666	0.7058823529411765
7	11600	5	10	4.0	4.0	0.8	0.4	0.5333333333333333
7	12000	8	13	6.0	6.0	0.75	0.46153846153846156	0.5714285714285714
7	12400	2	3	0.0	0.0	0.0	0.0	0.0
7	12800	16	21	11.0	11.0	0.6875	0.5238095238095238	0.5945945945945946
7	13200	11	12	6.0	5.0	0.5454545454545454	0.4166666666666667	0.47244094488188976
7	13600	10	13	7.0	7.0	0.7	0.5384615384615384	0.6086956521739131
7	14000	15	10	4.0	4.0	0.26666666666666666	0.4	0.32
7	14400	0	1	0.0	0.0		0.0	
7	14800	9	11	5.0	5.0	0.5555555555555556	0.45454545454545453	0.5
7	15200	8	11	4.0	5.0	0.5	0.45454545454545453	0.47619047619047616
8	0	6	7	4.0	4.0	0.6666666666666666	0.5714285714285714	0.6153846153846154
8	400	7	7	4.0	4.0	0.5714285714285714	0.5714285714285714	0.5714285714285714
8	800	21	26	15.0	17.0	0.7142857142857143	0.6538461538461539	0.6827309236947792
8	1200	3	6	2.0	2.0	0.6666666666666666	0.3333333333333333	0.4444444444444444
8	1600	10	21	9.0	11.0	0.9	0.5238095238095238	0.6622073578595319
8	2000	14	20	11.0	13.0	0.7857142857142857	0.65	0.7114427860696518
8	2400	8	17	7.0	7.0	0.875	0.4117647058823529	0.5599999999999999
8	2800	13	22	10.0	10.0	0.7692307692307693	0.45454545454545453	0.5714285714285714
8	3200	4	3	2.0	2.0	0.5	0.6666666666666666	0.5714285714285714
8	3600	8	18	5.0	5.0	0.625	0.2777777777777778	0.3846153846153847
8	4000	17	21	8.0	7.0	0.47058823529411764	0.3333333333333333	0.3902439024390244
8	4800	3	2	1.0	1.0	0.3333333333333333	0.5	0.4
8	5200	7	15	3.0	3.0	0.42857142857142855	0.2	0.2727272727272727
8	5600	4	11	2.0	2.0	0.5	0.18181818181818182	0.26666666666666666
8	6000	8	11	4.0	4.0	0.5	0.36363636363636365	0.42105263157894735
8	6400	10	18	7.0	6.0	0.7	0.3333333333333333	0.45161290322580644
8	6800	9	15	6.0	6.0	0.6666666666666666	0.4	0.5
8	7200	9	12	6.0	6.0	0.6666666666666666	0.5	0.5714285714285714
8	7600	3	8	3.0	3.0	1.0	0.375	0.5454545454545455
8	8000	12	22	10.0	12.0	0.8333333333333334	0.5454545454545454	0.6593406593406593
8	8400	8	10	3.0	3.0	0.375	0.3	0.3333333333333333
8	8800	7	13	7.0	7.0	1.0	0.5384615384615384	0.7
8	9200	4	11	3.0	3.0	0.75	0.2727272727272727	0.4
8	9600	10	13	4.0	4.0	0.4	0.3076923076923077	0.34782608695652173
8	10000	16	25	8.0	8.0	0.5	0.32	0.3902439024390244
8	10400	5	13	4.0	4.0	0.8	0.3076923076923077	0.4444444444444444
8	10800	6	12	4.0	4.0	0.6666666666666666	0.3333333333333333	0.4444444444444444
8	11200	1	3	1.0	1.0	1.0	0.3333333333333333	0.5
8	11600	3	10	2.0	3.0	0.6666666666666666	0.3	0.4137931034482758
8	12000	4	10	2.0	2.0	0.5	0.2	0.2857142857142857
8	12400	13	21	6.0	6.0	0.46153846153846156	0.2857142857142857	0.35294117647058826
8	12800	8	18	5.0	5.0	0.625	0.2777777777777778	0.3846153846153847
8	13200	12	21	9.0	8.0	0.75	0.38095238095238093	0.5052631578947369
8	13600	5	3	2.0	2.0	0.4	0.6666666666666666	0.5
8	14000	15	24	10.0	10.0	0.6666666666666666	0.4166666666666667	0.5128205128205129
9	0	18	13	7.0	8.0	0.3888888888888889	0.6153846153846154	0.4765957446808511
9	400	14	18	9.0	8.0	0.6428571428571429	0.4444444444444444	0.5255474452554745
9	800	4	2	1.0	1.0	0.25	0.5	0.3333333333333333
9	1200	7	9	5.0	5.0	0.7142857142857143	0.5555555555555556	0.625
9	1600	5	12	4.0	5.0	0.8	0.4166666666666667	0.547945205479452
9	2000	6	15	4.0	5.0	0.6666666666666666	0.3333333333333333	0.4444444444444444
9	2400	3	5	2.0	2.0	0.6666666666666666	0.4	0.5
9	2800	2	1	0.0	0.0	0.0	0.0	0.0
9	3200	22	15	12.0	12.0	0.5454545454545454	0.8	0.6486486486486486
9	3600	5	14	3.0	3.0	0.6	0.21428571428571427	0.3157894736842105
9	7200	8	18	7.0	7.0	0.875	0.3888888888888889	0.5384615384615385
9	7600	3	9	3.0	3.0	1.0	0.3333333333333333	0.5
9	8000	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
9	8400	8	13	5.0	7.0	0.625	0.5384615384615384	0.5785123966942148
9	8800	5	10	4.0	3.0	0.8	0.3	0.4363636363636363
