chromosome	position	predicted	target	matched predicted	matched target	precision	recall	F1 score
1	23200	7	11	2.0	2.0	0.2857142857142857	0.18181818181818182	0.2222222222222222
1	23600	2	2	1.0	1.0	0.5	0.5	0.5
1	24000	6	5	3.0	4.0	0.5	0.8	0.6153846153846154
1	24400	3	9	3.0	3.0	1.0	0.3333333333333333	0.5
2	0	1	1	0.0	0.0	0.0	0.0	0.0
2	400	6	2	1.0	1.0	0.16666666666666666	0.5	0.25
2	800	6	13	4.0	4.0	0.6666666666666666	0.3076923076923077	0.42105263157894735
2	1200	0	1	0.0	0.0		0.0	
2	1600	5	5	3.0	2.0	0.6	0.4	0.48
2	2000	5	4	2.0	2.0	0.4	0.5	0.4444444444444444
2	2400	10	12	5.0	5.0	0.5	0.4166666666666667	0.45454545454545453
2	2800	4	4	1.0	1.0	0.25	0.25	0.25
2	3200	11	1	1.0	1.0	0.09090909090909091	1.0	0.16666666666666666
2	3600	5	9	2.0	3.0	0.4	0.3333333333333333	0.36363636363636365
2	4000	5	18	3.0	4.0	0.6	0.2222222222222222	0.3243243243243243
2	4400	9	14	7.0	7.0	0.7777777777777778	0.5	0.6086956521739131
2	4800	3	4	1.0	1.0	0.3333333333333333	0.25	0.2857142857142857
2	5200	3	3	2.0	2.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
2	6000	6	7	2.0	2.0	0.3333333333333333	0.2857142857142857	0.3076923076923077
2	6400	7	13	4.0	4.0	0.5714285714285714	0.3076923076923077	0.4
2	6800	10	22	5.0	7.0	0.5	0.3181818181818182	0.38888888888888895
2	7200	5	9	3.0	4.0	0.6	0.4444444444444444	0.5106382978723404
2	8000	2	1	0.0	0.0	0.0	0.0	0.0
2	8400	4	7	3.0	3.0	0.75	0.42857142857142855	0.5454545454545454
2	9600	10	8	2.0	2.0	0.2	0.25	0.2222222222222222
2	10000	7	10	4.0	4.0	0.5714285714285714	0.4	0.47058823529411764
2	10400	6	4	2.0	2.0	0.3333333333333333	0.5	0.4
2	10800	3	3	0.0	0.0	0.0	0.0	0.0
2	11200	32	14	2.0	3.0	0.0625	0.21428571428571427	0.0967741935483871
2	11600	2	1	0.0	0.0	0.0	0.0	0.0
2	12000	9	10	5.0	5.0	0.5555555555555556	0.5	0.5263157894736842
2	12400	6	1	0.0	0.0	0.0	0.0	0.0
2	12800	9	3	1.0	1.0	0.1111111111111111	0.3333333333333333	0.16666666666666666
2	13200	4	3	1.0	1.0	0.25	0.3333333333333333	0.2857142857142857
2	13600	4	3	1.0	1.0	0.25	0.3333333333333333	0.2857142857142857
2	14400	1	1	0.0	0.0	0.0	0.0	0.0
2	14800	10	2	0.0	0.0	0.0	0.0	0.0
2	15200	2	3	0.0	0.0	0.0	0.0	0.0
2	15600	5	4	1.0	1.0	0.2	0.25	0.2222222222222222
2	16000	5	1	0.0	0.0	0.0	0.0	0.0
2	16800	14	15	3.0	3.0	0.21428571428571427	0.2	0.2068965517241379
2	17200	8	13	3.0	4.0	0.375	0.3076923076923077	0.33802816901408456
2	17600	7	17	3.0	4.0	0.42857142857142855	0.23529411764705882	0.30379746835443033
2	18000	3	3	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
2	18800	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
2	19200	9	3	1.0	1.0	0.1111111111111111	0.3333333333333333	0.16666666666666666
2	19600	2	7	0.0	0.0	0.0	0.0	0.0
2	20000	1	5	0.0	0.0	0.0	0.0	0.0
2	20800	3	3	0.0	0.0	0.0	0.0	0.0
2	21600	6	8	3.0	3.0	0.5	0.375	0.4285714285714286
2	22000	6	10	1.0	1.0	0.16666666666666666	0.1	0.125
2	22400	3	2	0.0	0.0	0.0	0.0	0.0
2	22800	3	6	0.0	0.0	0.0	0.0	0.0
2	23200	5	7	4.0	4.0	0.8	0.5714285714285714	0.6666666666666666
2	23600	1	9	1.0	1.0	1.0	0.1111111111111111	0.2
3	400	9	6	3.0	3.0	0.3333333333333333	0.5	0.4
3	800	8	13	1.0	1.0	0.125	0.07692307692307693	0.09523809523809523
3	1200	10	16	5.0	5.0	0.5	0.3125	0.3846153846153846
3	1600	14	7	2.0	2.0	0.14285714285714285	0.2857142857142857	0.19047619047619047
3	3200	5	10	2.0	2.0	0.4	0.2	0.26666666666666666
3	3600	9	11	4.0	3.0	0.4444444444444444	0.2727272727272727	0.3380281690140845
3	4000	5	9	2.0	2.0	0.4	0.2222222222222222	0.2857142857142857
3	4400	6	22	5.0	6.0	0.8333333333333334	0.2727272727272727	0.410958904109589
3	4800	3	14	3.0	3.0	1.0	0.21428571428571427	0.3529411764705882
3	5200	2	6	1.0	1.0	0.5	0.16666666666666666	0.25
3	5600	3	9	3.0	3.0	1.0	0.3333333333333333	0.5
3	6000	3	2	2.0	1.0	0.6666666666666666	0.5	0.5714285714285714
3	6800	7	6	1.0	1.0	0.14285714285714285	0.16666666666666666	0.15384615384615385
3	7200	2	5	0.0	0.0	0.0	0.0	0.0
3	7600	4	2	0.0	0.0	0.0	0.0	0.0
3	9600	6	5	1.0	1.0	0.16666666666666666	0.2	0.18181818181818182
3	10000	3	3	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
3	10400	7	1	0.0	0.0	0.0	0.0	0.0
3	10800	2	1	0.0	0.0	0.0	0.0	0.0
3	11200	3	5	0.0	0.0	0.0	0.0	0.0
3	11600	2	2	0.0	0.0	0.0	0.0	0.0
3	12000	12	7	1.0	1.0	0.08333333333333333	0.14285714285714285	0.10526315789473684
3	12400	8	6	4.0	2.0	0.5	0.3333333333333333	0.4
3	12800	3	7	3.0	3.0	1.0	0.42857142857142855	0.6
3	13200	5	7	2.0	2.0	0.4	0.2857142857142857	0.3333333333333333
3	13600	6	10	4.0	4.0	0.6666666666666666	0.4	0.5
3	14000	13	14	7.0	7.0	0.5384615384615384	0.5	0.5185185185185185
3	14400	1	1	0.0	0.0	0.0	0.0	0.0
3	14800	9	12	3.0	3.0	0.3333333333333333	0.25	0.2857142857142857
3	15200	14	4	3.0	2.0	0.21428571428571427	0.5	0.3
3	15600	2	7	2.0	2.0	1.0	0.2857142857142857	0.4444444444444444
3	16400	2	2	1.0	1.0	0.5	0.5	0.5
3	16800	6	5	0.0	0.0	0.0	0.0	0.0
3	17200	3	3	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
3	17600	4	8	1.0	1.0	0.25	0.125	0.16666666666666666
3	18000	5	11	2.0	2.0	0.4	0.18181818181818182	0.25
3	18400	10	15	4.0	3.0	0.4	0.2	0.26666666666666666
3	19200	19	21	5.0	5.0	0.2631578947368421	0.23809523809523808	0.25
4	0	5	8	1.0	1.0	0.2	0.125	0.15384615384615385
4	400	5	9	2.0	2.0	0.4	0.2222222222222222	0.2857142857142857
4	800	23	9	5.0	5.0	0.21739130434782608	0.5555555555555556	0.3125
4	1200	10	2	2.0	1.0	0.2	0.5	0.2857142857142857
4	1600	4	4	0.0	0.0	0.0	0.0	0.0
4	2000	0	3	0.0	0.0		0.0	
4	2400	13	2	1.0	1.0	0.07692307692307693	0.5	0.13333333333333333
4	2800	3	1	0.0	0.0	0.0	0.0	0.0
4	3600	12	12	5.0	4.0	0.4166666666666667	0.3333333333333333	0.37037037037037035
4	4000	7	10	6.0	5.0	0.8571428571428571	0.5	0.631578947368421
4	5200	4	3	1.0	1.0	0.25	0.3333333333333333	0.2857142857142857
4	5600	9	3	1.0	1.0	0.1111111111111111	0.3333333333333333	0.16666666666666666
4	6800	2	1	0.0	0.0	0.0	0.0	0.0
4	7200	11	8	2.0	2.0	0.18181818181818182	0.25	0.21052631578947367
4	7600	19	5	4.0	3.0	0.21052631578947367	0.6	0.3116883116883117
4	8000	5	9	1.0	1.0	0.2	0.1111111111111111	0.14285714285714285
4	8400	10	4	2.0	2.0	0.2	0.5	0.2857142857142857
4	8800	11	12	1.0	1.0	0.09090909090909091	0.08333333333333333	0.08695652173913043
4	9200	5	1	1.0	1.0	0.2	1.0	0.3333333333333333
4	10000	5	8	0.0	0.0	0.0	0.0	0.0
4	10400	6	1	0.0	0.0	0.0	0.0	0.0
4	10800	21	7	3.0	3.0	0.14285714285714285	0.42857142857142855	0.21428571428571427
4	11200	3	2	1.0	1.0	0.3333333333333333	0.5	0.4
4	12000	11	6	1.0	1.0	0.09090909090909091	0.16666666666666666	0.11764705882352941
4	12400	9	1	0.0	0.0	0.0	0.0	0.0
4	12800	17	3	1.0	1.0	0.058823529411764705	0.3333333333333333	0.1
4	13600	8	3	1.0	1.0	0.125	0.3333333333333333	0.18181818181818182
4	14000	6	4	1.0	1.0	0.16666666666666666	0.25	0.2
4	15200	20	12	4.0	5.0	0.2	0.4166666666666667	0.27027027027027023
4	15600	4	2	0.0	0.0	0.0	0.0	0.0
4	16000	4	2	0.0	0.0	0.0	0.0	0.0
4	16400	6	4	0.0	0.0	0.0	0.0	0.0
4	16800	10	2	1.0	1.0	0.1	0.5	0.16666666666666666
4	17200	6	5	0.0	0.0	0.0	0.0	0.0
4	17600	13	2	0.0	0.0	0.0	0.0	0.0
4	18000	7	1	0.0	0.0	0.0	0.0	0.0
4	18400	6	8	1.0	1.0	0.16666666666666666	0.125	0.14285714285714285
5	0	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
5	400	5	2	1.0	1.0	0.2	0.5	0.2857142857142857
5	800	9	4	3.0	3.0	0.3333333333333333	0.75	0.46153846153846156
5	1200	10	4	2.0	2.0	0.2	0.5	0.2857142857142857
5	1600	2	3	0.0	0.0	0.0	0.0	0.0
5	3200	2	7	2.0	3.0	1.0	0.42857142857142855	0.6
5	3600	3	12	1.0	1.0	0.3333333333333333	0.08333333333333333	0.13333333333333333
5	4000	3	6	0.0	0.0	0.0	0.0	0.0
5	5200	8	6	2.0	2.0	0.25	0.3333333333333333	0.2857142857142857
5	5600	7	2	0.0	0.0	0.0	0.0	0.0
5	6400	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
5	7200	4	3	2.0	1.0	0.5	0.3333333333333333	0.4
5	7600	2	2	2.0	2.0	1.0	1.0	1.0
5	8000	5	2	1.0	1.0	0.2	0.5	0.2857142857142857
5	8400	2	1	0.0	0.0	0.0	0.0	0.0
5	8800	4	5	1.0	1.0	0.25	0.2	0.2222222222222222
5	9200	4	6	3.0	3.0	0.75	0.5	0.6000000000000001
5	9600	7	4	2.0	1.0	0.2857142857142857	0.25	0.26666666666666666
5	10000	7	2	0.0	0.0	0.0	0.0	0.0
5	10800	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
5	11200	0	3	0.0	0.0		0.0	
5	11600	3	1	1.0	1.0	0.3333333333333333	1.0	0.5
5	12000	6	3	0.0	0.0	0.0	0.0	0.0
5	12400	4	5	3.0	3.0	0.75	0.6	0.6666666666666666
5	12800	9	8	1.0	1.0	0.1111111111111111	0.125	0.11764705882352941
5	13200	4	17	4.0	4.0	1.0	0.23529411764705882	0.38095238095238093
5	13600	4	15	4.0	4.0	1.0	0.26666666666666666	0.42105263157894735
5	14000	7	6	2.0	2.0	0.2857142857142857	0.3333333333333333	0.3076923076923077
5	14400	1	4	0.0	0.0	0.0	0.0	0.0
5	14800	10	24	7.0	7.0	0.7	0.2916666666666667	0.411764705882353
5	15200	9	9	4.0	4.0	0.4444444444444444	0.4444444444444444	0.4444444444444444
5	15600	6	6	3.0	3.0	0.5	0.5	0.5
5	16400	2	1	0.0	0.0	0.0	0.0	0.0
5	16800	5	11	3.0	3.0	0.6	0.2727272727272727	0.37499999999999994
5	17200	11	10	4.0	4.0	0.36363636363636365	0.4	0.38095238095238093
5	17600	19	9	4.0	4.0	0.21052631578947367	0.4444444444444444	0.2857142857142857
6	0	6	18	3.0	4.0	0.5	0.2222222222222222	0.3076923076923077
6	400	3	3	2.0	2.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
6	800	2	2	0.0	0.0	0.0	0.0	0.0
6	1200	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
6	1600	3	4	1.0	1.0	0.3333333333333333	0.25	0.2857142857142857
6	2000	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
6	2400	18	13	3.0	3.0	0.16666666666666666	0.23076923076923078	0.19354838709677422
6	2800	16	33	15.0	16.0	0.9375	0.48484848484848486	0.6391478029294275
6	3200	8	23	7.0	7.0	0.875	0.30434782608695654	0.45161290322580644
6	3600	8	18	6.0	8.0	0.75	0.4444444444444444	0.5581395348837209
6	4000	4	19	4.0	4.0	1.0	0.21052631578947367	0.34782608695652173
6	4400	3	7	2.0	2.0	0.6666666666666666	0.2857142857142857	0.4
6	4800	4	3	1.0	1.0	0.25	0.3333333333333333	0.2857142857142857
6	5200	8	11	5.0	5.0	0.625	0.45454545454545453	0.5263157894736842
6	6800	4	9	1.0	1.0	0.25	0.1111111111111111	0.15384615384615385
6	7200	3	4	2.0	2.0	0.6666666666666666	0.5	0.5714285714285714
6	8000	1	3	1.0	1.0	1.0	0.3333333333333333	0.5
6	8400	1	3	1.0	1.0	1.0	0.3333333333333333	0.5
6	8800	3	6	1.0	1.0	0.3333333333333333	0.16666666666666666	0.2222222222222222
6	9600	2	2	2.0	2.0	1.0	1.0	1.0
6	10000	4	3	2.0	2.0	0.5	0.6666666666666666	0.5714285714285714
6	10400	2	7	2.0	2.0	1.0	0.2857142857142857	0.4444444444444444
6	10800	7	16	5.0	6.0	0.7142857142857143	0.375	0.49180327868852464
6	11200	2	2	1.0	1.0	0.5	0.5	0.5
6	11600	2	4	2.0	2.0	1.0	0.5	0.6666666666666666
6	12400	5	7	1.0	1.0	0.2	0.14285714285714285	0.16666666666666666
6	12800	1	4	0.0	0.0	0.0	0.0	0.0
6	13200	8	14	1.0	1.0	0.125	0.07142857142857142	0.09090909090909091
6	13600	11	15	7.0	7.0	0.6363636363636364	0.4666666666666667	0.5384615384615384
6	14400	2	7	2.0	3.0	1.0	0.42857142857142855	0.6
6	14800	7	14	6.0	7.0	0.8571428571428571	0.5	0.631578947368421
6	15200	3	4	2.0	2.0	0.6666666666666666	0.5	0.5714285714285714
6	15600	5	11	3.0	3.0	0.6	0.2727272727272727	0.37499999999999994
6	16000	3	6	2.0	2.0	0.6666666666666666	0.3333333333333333	0.4444444444444444
6	16400	3	3	2.0	2.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
7	0	6	9	4.0	4.0	0.6666666666666666	0.4444444444444444	0.5333333333333333
7	400	9	10	3.0	3.0	0.3333333333333333	0.3	0.3157894736842105
7	1200	5	5	2.0	1.0	0.4	0.2	0.26666666666666666
7	1600	3	2	0.0	0.0	0.0	0.0	0.0
7	2000	10	12	4.0	4.0	0.4	0.3333333333333333	0.36363636363636365
7	2400	7	17	5.0	5.0	0.7142857142857143	0.29411764705882354	0.4166666666666667
7	2800	6	9	3.0	3.0	0.5	0.3333333333333333	0.4
7	3200	0	3	0.0	0.0		0.0	
7	3600	5	11	1.0	1.0	0.2	0.09090909090909091	0.125
7	4000	2	2	0.0	0.0	0.0	0.0	0.0
7	4400	2	7	1.0	1.0	0.5	0.14285714285714285	0.2222222222222222
7	4800	3	6	1.0	1.0	0.3333333333333333	0.16666666666666666	0.2222222222222222
7	5200	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
7	6400	10	1	1.0	1.0	0.1	1.0	0.18181818181818182
7	6800	1	1	1.0	1.0	1.0	1.0	1.0
7	7200	33	24	8.0	10.0	0.24242424242424243	0.4166666666666667	0.3065134099616858
7	7600	2	2	0.0	0.0	0.0	0.0	0.0
7	8400	4	5	3.0	3.0	0.75	0.6	0.6666666666666666
7	8800	1	1	0.0	0.0	0.0	0.0	0.0
7	9200	9	7	4.0	3.0	0.4444444444444444	0.42857142857142855	0.4363636363636363
7	9600	10	11	8.0	8.0	0.8	0.7272727272727273	0.7619047619047619
7	10000	20	15	8.0	7.0	0.4	0.4666666666666667	0.4307692307692308
7	10400	9	18	8.0	8.0	0.8888888888888888	0.4444444444444444	0.5925925925925926
7	10800	5	3	0.0	0.0	0.0	0.0	0.0
7	11200	2	2	2.0	2.0	1.0	1.0	1.0
7	11600	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
7	12000	9	6	6.0	4.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
7	12400	2	2	1.0	1.0	0.5	0.5	0.5
7	12800	3	20	3.0	4.0	1.0	0.2	0.3333333333333333
7	13200	9	7	2.0	2.0	0.2222222222222222	0.2857142857142857	0.25
7	13600	3	9	2.0	2.0	0.6666666666666666	0.2222222222222222	0.3333333333333333
7	14000	6	6	2.0	2.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
7	14800	4	10	2.0	2.0	0.5	0.2	0.2857142857142857
7	15200	6	4	1.0	1.0	0.16666666666666666	0.25	0.2
8	0	3	3	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
8	400	4	1	1.0	1.0	0.25	1.0	0.4
8	800	9	16	3.0	3.0	0.3333333333333333	0.1875	0.24000000000000005
8	1200	0	5	0.0	0.0		0.0	
8	1600	2	7	1.0	1.0	0.5	0.14285714285714285	0.2222222222222222
8	2000	10	14	6.0	5.0	0.6	0.35714285714285715	0.44776119402985076
8	2400	5	10	5.0	4.0	1.0	0.4	0.5714285714285714
8	2800	4	3	2.0	2.0	0.5	0.6666666666666666	0.5714285714285714
8	3200	1	1	0.0	0.0	0.0	0.0	0.0
8	3600	2	9	1.0	1.0	0.5	0.1111111111111111	0.18181818181818182
8	4000	9	9	3.0	3.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
8	4800	4	1	0.0	0.0	0.0	0.0	0.0
8	5200	4	1	0.0	0.0	0.0	0.0	0.0
8	5600	13	2	0.0	0.0	0.0	0.0	0.0
8	6000	11	4	1.0	1.0	0.09090909090909091	0.25	0.13333333333333333
8	6400	4	6	1.0	2.0	0.25	0.3333333333333333	0.2857142857142857
8	6800	4	4	1.0	1.0	0.25	0.25	0.25
8	7200	4	5	1.0	1.0	0.25	0.2	0.2222222222222222
8	8000	7	6	3.0	3.0	0.42857142857142855	0.5	0.46153846153846145
8	8400	3	2	0.0	0.0	0.0	0.0	0.0
8	8800	3	3	0.0	0.0	0.0	0.0	0.0
8	9200	7	3	2.0	2.0	0.2857142857142857	0.6666666666666666	0.4
8	9600	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
8	10000	7	14	3.0	3.0	0.42857142857142855	0.21428571428571427	0.2857142857142857
8	10400	5	6	2.0	2.0	0.4	0.3333333333333333	0.36363636363636365
8	10800	5	4	1.0	1.0	0.2	0.25	0.2222222222222222
8	11600	3	1	0.0	0.0	0.0	0.0	0.0
8	12000	8	2	1.0	1.0	0.125	0.5	0.2
8	12400	7	10	2.0	3.0	0.2857142857142857	0.3	0.2926829268292683
8	12800	16	2	0.0	0.0	0.0	0.0	0.0
8	13200	4	10	1.0	1.0	0.25	0.1	0.14285714285714285
8	13600	2	1	1.0	1.0	0.5	1.0	0.6666666666666666
8	14000	5	16	3.0	3.0	0.6	0.1875	0.2857142857142857
10	0	1	1	0.0	0.0	0.0	0.0	0.0
10	400	7	11	4.0	4.0	0.5714285714285714	0.36363636363636365	0.4444444444444444
10	800	4	2	2.0	2.0	0.5	1.0	0.6666666666666666
10	1200	4	9	1.0	1.0	0.25	0.1111111111111111	0.15384615384615385
10	1600	5	5	1.0	1.0	0.2	0.2	0.2
10	2000	3	4	1.0	1.0	0.3333333333333333	0.25	0.2857142857142857
10	2400	4	5	0.0	0.0	0.0	0.0	0.0
10	2800	7	7	3.0	3.0	0.42857142857142855	0.42857142857142855	0.42857142857142855
10	3200	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
10	5200	5	2	1.0	1.0	0.2	0.5	0.2857142857142857
10	6000	4	14	4.0	6.0	1.0	0.42857142857142855	0.6
10	6400	2	1	0.0	0.0	0.0	0.0	0.0
10	6800	16	12	7.0	7.0	0.4375	0.5833333333333334	0.5
10	7200	11	26	8.0	9.0	0.7272727272727273	0.34615384615384615	0.4690553745928338
10	7600	4	6	2.0	2.0	0.5	0.3333333333333333	0.4
10	8000	12	9	5.0	4.0	0.4166666666666667	0.4444444444444444	0.4301075268817204
10	8400	4	7	2.0	3.0	0.5	0.42857142857142855	0.46153846153846145
10	8800	2	5	1.0	1.0	0.5	0.2	0.2857142857142857
10	9200	2	8	0.0	0.0	0.0	0.0	0.0
10	9600	11	13	8.0	7.0	0.7272727272727273	0.5384615384615384	0.6187845303867403
10	10000	7	16	5.0	6.0	0.7142857142857143	0.375	0.49180327868852464
10	10400	3	16	3.0	3.0	1.0	0.1875	0.31578947368421056
10	10800	3	1	1.0	1.0	0.3333333333333333	1.0	0.5
10	11200	7	5	2.0	2.0	0.2857142857142857	0.4	0.3333333333333333
10	11600	0	2	0.0	0.0		0.0	
10	12000	5	6	3.0	3.0	0.6	0.5	0.5454545454545454
10	12400	4	7	2.0	2.0	0.5	0.2857142857142857	0.36363636363636365
10	12800	0	1	0.0	0.0		0.0	
11	0	17	23	9.0	11.0	0.5294117647058824	0.4782608695652174	0.5025380710659899
11	400	6	13	2.0	2.0	0.3333333333333333	0.15384615384615385	0.21052631578947367
11	800	9	13	3.0	4.0	0.3333333333333333	0.3076923076923077	0.32
11	1200	6	15	5.0	6.0	0.8333333333333334	0.4	0.5405405405405405
11	1600	8	14	5.0	4.0	0.625	0.2857142857142857	0.3921568627450981
11	2000	5	5	0.0	0.0	0.0	0.0	0.0
11	2400	5	2	1.0	1.0	0.2	0.5	0.2857142857142857
11	2800	0	2	0.0	0.0		0.0	
11	3200	9	16	5.0	5.0	0.5555555555555556	0.3125	0.4
11	3600	3	6	1.0	1.0	0.3333333333333333	0.16666666666666666	0.2222222222222222
11	4000	3	1	0.0	0.0	0.0	0.0	0.0
11	4400	13	18	12.0	11.0	0.9230769230769231	0.6111111111111112	0.7353760445682451
11	4800	2	3	2.0	2.0	1.0	0.6666666666666666	0.8
11	5600	3	14	2.0	3.0	0.6666666666666666	0.21428571428571427	0.3243243243243243
11	6000	10	22	8.0	9.0	0.8	0.4090909090909091	0.5413533834586467
11	6400	6	21	6.0	6.0	1.0	0.2857142857142857	0.4444444444444444
11	6800	5	14	4.0	4.0	0.8	0.2857142857142857	0.42105263157894735
11	7200	14	26	10.0	10.0	0.7142857142857143	0.38461538461538464	0.5000000000000001
11	7600	4	13	1.0	2.0	0.25	0.15384615384615385	0.19047619047619047
11	8000	1	2	0.0	0.0	0.0	0.0	0.0
11	8400	2	9	0.0	0.0	0.0	0.0	0.0
11	9200	8	6	0.0	0.0	0.0	0.0	0.0
11	9600	1	2	0.0	0.0	0.0	0.0	0.0
11	10000	2	1	0.0	0.0	0.0	0.0	0.0
11	10400	1	1	0.0	0.0	0.0	0.0	0.0
11	10800	11	8	2.0	2.0	0.18181818181818182	0.25	0.21052631578947367
11	11200	2	9	2.0	2.0	1.0	0.2222222222222222	0.36363636363636365
11	11600	4	9	2.0	3.0	0.5	0.3333333333333333	0.4
11	12000	6	8	2.0	3.0	0.3333333333333333	0.375	0.35294117647058826
11	12400	4	5	3.0	3.0	0.75	0.6	0.6666666666666666
11	12800	5	8	5.0	4.0	1.0	0.5	0.6666666666666666
12	0	5	12	5.0	5.0	1.0	0.4166666666666667	0.5882352941176471
12	400	6	12	5.0	5.0	0.8333333333333334	0.4166666666666667	0.5555555555555556
12	800	7	10	4.0	4.0	0.5714285714285714	0.4	0.47058823529411764
12	1200	1	6	1.0	1.0	1.0	0.16666666666666666	0.2857142857142857
12	1600	0	1	0.0	0.0		0.0	
12	2000	1	3	0.0	0.0	0.0	0.0	0.0
12	2400	7	2	0.0	0.0	0.0	0.0	0.0
12	2800	2	2	1.0	1.0	0.5	0.5	0.5
12	4000	9	1	0.0	0.0	0.0	0.0	0.0
12	4400	4	1	0.0	0.0	0.0	0.0	0.0
12	4800	14	27	11.0	13.0	0.7857142857142857	0.48148148148148145	0.5970772442588725
12	5200	11	26	8.0	8.0	0.7272727272727273	0.3076923076923077	0.43243243243243246
12	5600	14	18	10.0	10.0	0.7142857142857143	0.5555555555555556	0.625
12	6000	4	1	0.0	0.0	0.0	0.0	0.0
12	6400	4	4	1.0	1.0	0.25	0.25	0.25
12	6800	1	8	1.0	1.0	1.0	0.125	0.2222222222222222
12	7200	1	2	0.0	0.0	0.0	0.0	0.0
12	7600	7	1	1.0	1.0	0.14285714285714285	1.0	0.25
12	8800	8	3	2.0	2.0	0.25	0.6666666666666666	0.36363636363636365
